address,price,link,bedrooms,bathrooms,cleaned_address,Latitude,Longitude
"161 Wolfrey Ave, Toronto, ON M4K 1L4",$2.60M,https://www.zillow.com/homedetails/161-Wolfrey-Ave-Toronto-ON-M4K-1L4/2064284934_zpid/,4,3,"161 Wolfrey Ave, ON",43.67535727,-79.3501751
"106 Edith Dr, Toronto, ON M4R 1Z2",$2.05M,https://www.zillow.com/homedetails/106-Edith-Dr-Toronto-ON-M4R-1Z2/2064285259_zpid/,3,2,"106 Edith Dr, ON",43.70885281,-79.40404536
"10 Kingsmount Park Rd, Toronto, ON M4L 3L1",$1.41M,https://www.zillow.com/homedetails/10-Kingsmount-Park-Rd-Toronto-ON-M4L-3L1/2064290029_zpid/,3,2,"10 Kingsmount Park Rd, ON",43.6759458,-79.31111634
"5 Bain Ave, Toronto, ON M4K 1E5",$1.92M,https://www.zillow.com/homedetails/5-Bain-Ave-Toronto-ON-M4K-1E5/2064167984_zpid/,4,2,"5 Bain Ave, ON",43.6704631,-79.35308565
"38 Harlow Cres, Toronto, ON M9V 2Y5",$--,https://www.zillow.com/homedetails/38-Harlow-Cres-Toronto-ON-M9V-2Y5/2067463695_zpid/,--,--,"38 Harlow Cres, ON",43.73999507,-79.56939367
"43 Madawaska Ave, Toronto, ON M2M 2R1",$3.40M,https://www.zillow.com/homedetails/43-Madawaska-Ave-Toronto-ON-M2M-2R1/2065595283_zpid/,4,6,"43 Madawaska Ave, ON",43.79437083,-79.41571929
"30 Chicora Ave, Toronto, ON M5R 1T6",$3.30M,https://www.zillow.com/homedetails/30-Chicora-Ave-Toronto-ON-M5R-1T6/2064281873_zpid/,--,--,"30 Chicora Ave, ON",43.67604016,-79.39920545
"360 Bloor St E #1010, Toronto, ON M4W 3M3",$1.23M,https://www.zillow.com/homedetails/360-Bloor-St-E-1010-Toronto-ON-M4W-3M3/2071874654_zpid/,3,3,"360 Bloor St E. , ON",43.6721777,-79.3783574
"24 Hiltz Ave, Toronto, ON M4L 2N5",$1.40M,https://www.zillow.com/homedetails/24-Hiltz-Ave-Toronto-ON-M4L-2N5/2064264215_zpid/,--,--,"24 Hiltz Ave, ON",43.66467276,-79.3265339
"96 Maria St, Toronto, ON M6P 1W4",$1.63M,https://www.zillow.com/homedetails/96-Maria-St-Toronto-ON-M6P-1W4/2069717065_zpid/,3,2,"96 Maria St, ON",43.66662078,-79.4762936
"116 Galt Ave, Toronto, ON M4M 2Z3",$1.67M,https://www.zillow.com/homedetails/116-Galt-Ave-Toronto-ON-M4M-2Z3/2071355324_zpid/,1,1,"116 Galt Ave, ON",43.67005642,-79.33715048
"16 Hancock Cres, Toronto, ON M1R 2A3",$1.40M,https://www.zillow.com/homedetails/16-Hancock-Cres-Toronto-ON-M1R-2A3/2064181098_zpid/,--,--,"16 Hancock Cres, ON",43.74413567,-79.29569608
"280 Rustic Rd, Toronto, ON M6L 1W4",$1.61M,https://www.zillow.com/homedetails/280-Rustic-Rd-Toronto-ON-M6L-1W4/2064264176_zpid/,4,2,"280 Rustic Rd, ON",43.7149322,-79.49251426
"319 Carlaw Ave #410, Toronto, ON M4M 0A4",$1.05M,https://www.zillow.com/homedetails/319-Carlaw-Ave-410-Toronto-ON-M4M-0A4/2063304472_zpid/,--,--,"319 Carlaw Ave , ON",43.6642278,-79.3411709
"67 Muirbank Blvd, Toronto, ON M1C 4S2",$--,https://www.zillow.com/homedetails/67-Muirbank-Blvd-Toronto-ON-M1C-4S2/2066849084_zpid/,6,4,"67 Muirbank Blvd, ON",43.79487657,-79.15837513
"350 Lonsdale Rd #308, Toronto, ON M5P 1R6",$1.50M,https://www.zillow.com/homedetails/350-Lonsdale-Rd-308-Toronto-ON-M5P-1R6/2071834867_zpid/,2,2,"350 Lonsdale Rd , ON",43.68847795,-79.4146439
"59 Brookview Dr, Toronto, ON M6A 2K4",$1.58M,https://www.zillow.com/homedetails/59-Brookview-Dr-Toronto-ON-M6A-2K4/2064264250_zpid/,3,2,"59 Brookview Dr, ON",43.72153122,-79.43844272
"636 Evans Ave #27, Toronto, ON M8W 0A8",$1.16M,https://www.zillow.com/homedetails/636-Evans-Ave-27-Toronto-ON-M8W-0A8/2068108038_zpid/,3,4,"636 Evans Ave , ON",43.6100646,-79.552128
"38 Thelma Ave, Toronto, ON M4V 1X9",$2.00M,https://www.zillow.com/homedetails/38-Thelma-Ave-Toronto-ON-M4V-1X9/2064208943_zpid/,3,4,"38 Thelma Ave, ON",43.689983,-79.411125
"95 Ravensbourne Cres, Toronto, ON M9A 2B3",$2.30M,https://www.zillow.com/homedetails/95-Ravensbourne-Cres-Toronto-ON-M9A-2B3/2065713563_zpid/,--,--,"95 Ravensbourne Cres, ON",43.67537569,-79.54292903
"11 Jersey Ave, Toronto, ON M6G 3A2",$1.54M,https://www.zillow.com/homedetails/11-Jersey-Ave-Toronto-ON-M6G-3A2/2069605580_zpid/,1,2,"11 Jersey Ave, ON",43.6585652,-79.415976
"187 Rumsey Rd, Toronto, ON M4G 1P4",$2.56M,https://www.zillow.com/homedetails/187-Rumsey-Rd-Toronto-ON-M4G-1P4/2064289142_zpid/,--,--,"187 Rumsey Rd, ON",43.708873,-79.3680303
"42 Addington Ave, Toronto, ON M2N 2L2",$2.00M,https://www.zillow.com/homedetails/42-Addington-Ave-Toronto-ON-M2N-2L2/2065712248_zpid/,--,--,"42 Addington Ave, ON",43.7607579,-79.4257649
"81 Gough Ave, Toronto, ON M4K 3N9",$4.17M,https://www.zillow.com/homedetails/81-Gough-Ave-Toronto-ON-M4K-3N9/2065731336_zpid/,--,--,"81 Gough Ave, ON",43.67964449,-79.34633563
"22 Lady Bank Rd, Toronto, ON M8Z 4J5",$1.62M,https://www.zillow.com/homedetails/22-Lady-Bank-Rd-Toronto-ON-M8Z-4J5/2065731417_zpid/,--,--,"22 Lady Bank Rd, ON",43.6262435,-79.51280003
"70 Annie Craig Dr #3205, Toronto, ON M8V 0G2",$1.14M,https://www.zillow.com/homedetails/70-Annie-Craig-Dr-3205-Toronto-ON-M8V-0G2/2070900277_zpid/,2,2,"70 Annie Craig Dr , ON",43.62547568,-79.47842707
"444 Lansdowne Ave, Toronto, ON M6H 3Y3",$1.43M,https://www.zillow.com/homedetails/444-Lansdowne-Ave-Toronto-ON-M6H-3Y3/2064207036_zpid/,3,2,"444 Lansdowne Ave, ON",43.65618669,-79.44222945
"179 Wheeler Ave, Toronto, ON M4L 3V5",$1.60M,https://www.zillow.com/homedetails/179-Wheeler-Ave-Toronto-ON-M4L-3V5/2064208936_zpid/,--,--,"179 Wheeler Ave, ON",43.67585204,-79.30107586
"521 Roxton Rd, Toronto, ON M6G 3R5",$1.60M,https://www.zillow.com/homedetails/521-Roxton-Rd-Toronto-ON-M6G-3R5/2065731373_zpid/,--,--,"521 Roxton Rd, ON",43.66123444,-79.42390532
"737 Woburn Ave, Toronto, ON M5M 1M2",$3.65M,https://www.zillow.com/homedetails/737-Woburn-Ave-Toronto-ON-M5M-1M2/2068427790_zpid/,4,5,"737 Woburn Ave, ON",43.72269718,-79.42937897
"47 Reiner Rd, Toronto, ON M3H 2L3",$1.60M,https://www.zillow.com/homedetails/47-Reiner-Rd-Toronto-ON-M3H-2L3/2070008275_zpid/,3,2,"47 Reiner Rd, ON",43.75154285,-79.44120322
"171 Willow Ave, Toronto, ON M4E 3K4",$2.86M,https://www.zillow.com/homedetails/171-Willow-Ave-Toronto-ON-M4E-3K4/2082812999_zpid/,4,5,"171 Willow Ave, ON",43.67515025,-79.2871065
"268 Hiawatha Rd, Toronto, ON M4L 2Y4",$1.74M,https://www.zillow.com/homedetails/268-Hiawatha-Rd-Toronto-ON-M4L-2Y4/2065713435_zpid/,--,--,"268 Hiawatha Rd, ON",43.6759796,-79.3247626
"68 Saulter St, Toronto, ON M4M 2H7",$1.81M,https://www.zillow.com/homedetails/68-Saulter-St-Toronto-ON-M4M-2H7/2065715041_zpid/,3,3,"68 Saulter St, ON",43.65845354,-79.34715881
"31 Leuty Ave, Toronto, ON M4E 2R2",$2.60M,https://www.zillow.com/homedetails/31-Leuty-Ave-Toronto-ON-M4E-2R2/2065731262_zpid/,--,--,"31 Leuty Ave, ON",43.66832572,-79.29542848
"38 Bernard Ave, Toronto, ON M5R 1R2",$2.95M,https://www.zillow.com/homedetails/38-Bernard-Ave-Toronto-ON-M5R-1R2/2065743805_zpid/,4,3,"38 Bernard Ave, ON",43.67362665,-79.39850327
"304 Berkeley St, Toronto, ON M5A 2X5",$1.73M,https://www.zillow.com/homedetails/304-Berkeley-St-Toronto-ON-M5A-2X5/2065713490_zpid/,3,3,"304 Berkeley St, ON",43.66039592,-79.36798325
"99 Anndale Dr, Toronto, ON M2N 2X3",$2.15M,https://www.zillow.com/homedetails/99-Anndale-Dr-Toronto-ON-M2N-2X3/2065731377_zpid/,--,--,"99 Anndale Dr, ON",43.76187543,-79.40082292
"44 Purdon Dr, Toronto, ON M3H 4X1",$2.53M,https://www.zillow.com/homedetails/44-Purdon-Dr-Toronto-ON-M3H-4X1/2065736922_zpid/,--,--,"44 Purdon Dr, ON",43.76714956,-79.4633212
"87 Priscilla Ave, Toronto, ON M6S 3W4",$1.51M,https://www.zillow.com/homedetails/87-Priscilla-Ave-Toronto-ON-M6S-3W4/2065713386_zpid/,--,--,"87 Priscilla Ave, ON",43.66318678,-79.48831492
"12 Pinewood Ave, Toronto, ON M6C 2V1",$2.32M,https://www.zillow.com/homedetails/12-Pinewood-Ave-Toronto-ON-M6C-2V1/2065730866_zpid/,4,4,"12 Pinewood Ave, ON",43.6826875,-79.42512113
"59 Monastery Ln, Toronto, ON M1L 4V7",$1.61M,https://www.zillow.com/homedetails/59-Monastery-Ln-Toronto-ON-M1L-4V7/2065731347_zpid/,--,--,"59 Monastery Ln, ON",43.71482729,-79.28412952
"3 Clarinda Dr, Toronto, ON M2K 2W4",$3.20M,https://www.zillow.com/homedetails/3-Clarinda-Dr-Toronto-ON-M2K-2W4/2064281339_zpid/,5,5,"3 Clarinda Dr, ON",43.77309909,-79.37057329
"15 Kingsmere Cres, Toronto, ON M1M 3B2",$1.52M,https://www.zillow.com/homedetails/15-Kingsmere-Cres-Toronto-ON-M1M-3B2/2064288998_zpid/,--,--,"15 Kingsmere Cres, ON",43.7419372,-79.2128584
"50 Eaton Ave, Toronto, ON M4J 2Z5",$1.94M,https://www.zillow.com/homedetails/50-Eaton-Ave-Toronto-ON-M4J-2Z5/2065728472_zpid/,3,3,"50 Eaton Ave, ON",43.68082092,-79.3437656
"296 Withrow Ave, Toronto, ON M4J 1B7",$2.08M,https://www.zillow.com/homedetails/296-Withrow-Ave-Toronto-ON-M4J-1B7/2065746575_zpid/,--,--,"296 Withrow Ave, ON",43.67249549,-79.34078633
"50 Glen Davis Cres, Toronto, ON M4E 1X5",$1.74M,https://www.zillow.com/homedetails/50-Glen-Davis-Cres-Toronto-ON-M4E-1X5/2065742747_zpid/,3,1,"50 Glen Davis Cres, ON",43.67953037,-79.30229308
"115 Saturn Rd, Toronto, ON M9C 2S8",$1.65M,https://www.zillow.com/homedetails/115-Saturn-Rd-Toronto-ON-M9C-2S8/2066093067_zpid/,4,2,"115 Saturn Rd, ON",43.6409121,-79.5737843
"2 Bonacres Ave, Toronto, ON M1C 1P7",$1.70M,https://www.zillow.com/homedetails/2-Bonacres-Ave-Toronto-ON-M1C-1P7/2066482934_zpid/,3,1,"2 Bonacres Ave, ON",43.7810547,-79.1670894
"59 Broadlands Blvd, Toronto, ON M3A 1J4",$1.73M,https://www.zillow.com/homedetails/59-Broadlands-Blvd-Toronto-ON-M3A-1J4/2069234430_zpid/,3,1,"59 Broadlands Blvd, ON",43.74446265,-79.32101907
"6 Harvard Ave, Toronto, ON M6R 1C6",$--,https://www.zillow.com/homedetails/6-Harvard-Ave-Toronto-ON-M6R-1C6/2067540389_zpid/,5,5,"6 Harvard Ave, ON",43.6410557,-79.44329226
"83 Eastville Ave, Toronto, ON M1M 2N8",$2.50M,https://www.zillow.com/homedetails/83-Eastville-Ave-Toronto-ON-M1M-2N8/2081037174_zpid/,4,4,"83 Eastville Ave, ON",43.71768749,-79.2352383
"38 Camberwell Rd, Toronto, ON M6C 3E8",$1.65M,https://www.zillow.com/homedetails/38-Camberwell-Rd-Toronto-ON-M6C-3E8/2065726474_zpid/,3,2,"38 Camberwell Rd, ON",43.69857288,-79.42940696
"66 Horsham Ave, Toronto, ON M2N 1Z7",$1.79M,https://www.zillow.com/homedetails/66-Horsham-Ave-Toronto-ON-M2N-1Z7/2065736168_zpid/,3,3,"66 Horsham Ave, ON",43.77403136,-79.41769793
"46 Lunness Rd, Toronto, ON M8W 4M4",$1.96M,https://www.zillow.com/homedetails/46-Lunness-Rd-Toronto-ON-M8W-4M4/2065713402_zpid/,--,--,"46 Lunness Rd, ON",43.60564988,-79.5458272
"18 Merton St #702, Toronto, ON M4S 3G9",$1.25M,https://www.zillow.com/homedetails/18-Merton-St-702-Toronto-ON-M4S-3G9/2067082210_zpid/,3,3,"18 Merton St , ON",43.69650595,-79.39540934
"45 Lower Links Rd, Toronto, ON M2P 1H5",$2.86M,https://www.zillow.com/homedetails/45-Lower-Links-Rd-Toronto-ON-M2P-1H5/2065731341_zpid/,4,4,"45 Lower Links Rd, ON",43.7499882,-79.3993111
"30 Inverleigh Dr, Toronto, ON M8Y 3E3",$2.70M,https://www.zillow.com/homedetails/30-Inverleigh-Dr-Toronto-ON-M8Y-3E3/2065736181_zpid/,--,--,"30 Inverleigh Dr, ON",43.62719344,-79.4957751
"144 Gillard Ave, Toronto, ON M4J 4N6",$2.10M,https://www.zillow.com/homedetails/144-Gillard-Ave-Toronto-ON-M4J-4N6/2065746714_zpid/,4,4,"144 Gillard Ave, ON",43.68015465,-79.32748639
"993 Queen St W #306, Toronto, ON M6J 1H2",$1.50M,https://www.zillow.com/homedetails/993-Queen-St-W-306-Toronto-ON-M6J-1H2/2066397498_zpid/,1,2,"993 Queen St W. , ON",43.53457577,-79.60689762
"113 McMahon Dr #TOWNHOUSE, Toronto, ON M2K 0E5",$1.25M,https://www.zillow.com/homedetails/113-McMahon-Dr-TOWNHOUSE-Toronto-ON-M2K-0E5/2071891209_zpid/,3,4,"113 Mcmahon Dr , ON",43.76675996,-79.37345982
"81 Brookmill Blvd #1, Toronto, ON M1W 2L5",$1.20M,https://www.zillow.com/homedetails/81-Brookmill-Blvd-1-Toronto-ON-M1W-2L5/2066383579_zpid/,3,3,"81 Brookmill Blvd , ON",43.801882,-79.3136136
"1 Concorde Pl #1201, Toronto, ON M3C 3K6",$1.20M,https://www.zillow.com/homedetails/1-Concorde-Pl-1201-Toronto-ON-M3C-3K6/2066436813_zpid/,--,--,"1 Concorde Pl , ON",43.7286085,-79.32752758
"38 Grenville St #3904, Toronto, ON M4Y 1A5",$1.11M,https://www.zillow.com/homedetails/38-Grenville-St-3904-Toronto-ON-M4Y-1A5/2071882464_zpid/,2,2,"38 Grenville St , ON",45.02434529,-75.64327086
"8 Mercer St #3107, Toronto, ON M5V 0C4",$1.27M,https://www.zillow.com/homedetails/8-Mercer-St-3107-Toronto-ON-M5V-0C4/2066441194_zpid/,3,2,"8 Mercer St , ON",43.64600685,-79.39005485
"218 Queens Quay W #1703, Toronto, ON M5J",$1.02M,https://www.zillow.com/homedetails/218-Queens-Quay-W-1703-Toronto-ON-M5J/2066516909_zpid/,2,2,"218 Queens Quay W. , ON",43.6399017,-79.3824661
"10 Bellair St #603, Toronto, ON M5R 3T8",$2.11M,https://www.zillow.com/homedetails/10-Bellair-St-603-Toronto-ON-M5R-3T8/2066453491_zpid/,--,--,"10 Bellair St , ON",43.66966255,-79.39118628
"5180 Yonge St #3406, Toronto, ON M2N 0K5",$1.47M,https://www.zillow.com/homedetails/5180-Yonge-St-3406-Toronto-ON-M2N-0K5/2066498155_zpid/,2,3,"5180 Yonge St , ON",44.20197957,-79.58631009
"30 Old Mill Rd #610, Toronto, ON M8X 0A5",$1.57M,https://www.zillow.com/homedetails/30-Old-Mill-Rd-610-Toronto-ON-M8X-0A5/2071876322_zpid/,--,--,"30 Old Mill Rd , ON",43.65144905,-79.49379104
"58 Linderwood Dr, Toronto, ON M1C 3P8",$1.88M,https://www.zillow.com/homedetails/58-Linderwood-Dr-Toronto-ON-M1C-3P8/2065731376_zpid/,5,5,"58 Linderwood Dr, ON",43.79094149,-79.14729873
"17 Elderidge Ave, Toronto, ON M8Y 2C6",$2.02M,https://www.zillow.com/homedetails/17-Elderidge-Ave-Toronto-ON-M8Y-2C6/2065731387_zpid/,--,--,"17 Elderidge Ave, ON",43.6361665,-79.50232707
"70 Byng Ave #31, Toronto, ON M2N 7L9",$1.20M,https://www.zillow.com/homedetails/70-Byng-Ave-31-Toronto-ON-M2N-7L9/2066400838_zpid/,--,--,"70 Byng Ave , ON",43.7774204,-79.4113118
"38 Avoca Ave #806, Toronto, ON M4T 2B9",$1.28M,https://www.zillow.com/homedetails/38-Avoca-Ave-806-Toronto-ON-M4T-2B9/2066441992_zpid/,2,2,"38 Avoca Ave , ON",43.6886942,-79.39000027
"33 Harbour Sq #1620, Toronto, ON M5J 2G2",$1.22M,https://www.zillow.com/homedetails/33-Harbour-Sq-1620-Toronto-ON-M5J-2G2/2066480510_zpid/,2,2,"33 Harbour Sq , ON",43.6406828,-79.3769999
"300 Bloor St E #3105, Toronto, ON M4W 3Y2",$1.23M,https://www.zillow.com/homedetails/300-Bloor-St-E-3105-Toronto-ON-M4W-3Y2/2066492803_zpid/,--,--,"300 Bloor St E. , ON",43.67216935,-79.37988931
"99 Greybeaver Trl, Toronto, ON M1C 4V4",$1.70M,https://www.zillow.com/homedetails/99-Greybeaver-Trl-Toronto-ON-M1C-4V4/2065726898_zpid/,4,4,"99 Greybeaver Trl, ON",43.78851164,-79.12889321
"781 King St W #402, Toronto, ON M5V 3L5",$1.22M,https://www.zillow.com/homedetails/781-King-St-W-402-Toronto-ON-M5V-3L5/2066497571_zpid/,--,--,"781 King St W. , ON",43.6426924,-79.40634102
"18 Wanless Ave #604, Toronto, ON M4N 3R9",$1.20M,https://www.zillow.com/homedetails/18-Wanless-Ave-604-Toronto-ON-M4N-3R9/2066521684_zpid/,3,2,"18 Wanless Ave , ON",43.7268093,-79.4020116
"701 Dovercourt Rd #301, Toronto, ON M6H 0A1",$1.70M,https://www.zillow.com/homedetails/701-Dovercourt-Rd-301-Toronto-ON-M6H-0A1/2079273939_zpid/,2,2,"701 Dovercourt Rd , ON",43.65992207,-79.42874674
"10 Delisle Ave #813, Toronto, ON M4V 3C6",$1.98M,https://www.zillow.com/homedetails/10-Delisle-Ave-813-Toronto-ON-M4V-3C6/2066492807_zpid/,--,--,"10 Delisle Ave , ON",43.6895062,-79.39540516
"125 Redpath Ave #2708, Toronto, ON M4S 0B5",$1.08M,https://www.zillow.com/homedetails/125-Redpath-Ave-2708-Toronto-ON-M4S-0B5/2066505401_zpid/,--,--,"125 Redpath Ave , ON",43.70997613,-79.39362747
"179 Cornelius Pkwy, Toronto, ON M6L 2K8",$2.10M,https://www.zillow.com/homedetails/179-Cornelius-Pkwy-Toronto-ON-M6L-2K8/2065713371_zpid/,--,--,"179 Cornelius Pkwy, ON",43.72041673,-79.47524782
"231 Riverside Dr, Toronto, ON M6S 4A8",$4.15M,https://www.zillow.com/homedetails/231-Riverside-Dr-Toronto-ON-M6S-4A8/2065737130_zpid/,--,--,"231 Riverside Dr, ON",43.6427825,-79.48264799
"280 Howland Ave #209, Toronto, ON M5R 0C3",$1.77M,https://www.zillow.com/homedetails/280-Howland-Ave-209-Toronto-ON-M5R-0C3/2066504172_zpid/,--,--,"280 Howland Ave , ON",43.66739764,-79.40933189
"500 Sherbourne St #510, Toronto, ON M4X 1L1",$1.15M,https://www.zillow.com/homedetails/500-Sherbourne-St-510-Toronto-ON-M4X-1L1/2067696452_zpid/,--,--,"500 Sherbourne St , ON",43.66796725,-79.37558104
"500 Sherbourne St #303, Toronto, ON M4X 1L1",$1.01M,https://www.zillow.com/homedetails/500-Sherbourne-St-303-Toronto-ON-M4X-1L1/2068485997_zpid/,--,--,"500 Sherbourne St , ON",43.66796725,-79.37558104
"1 Old Mill Dr #605, Toronto, ON M6S 0A1",$1.30M,https://www.zillow.com/homedetails/1-Old-Mill-Dr-605-Toronto-ON-M6S-0A1/2068571054_zpid/,--,--,"1 Old Mill Dr , ON",43.6484634,-79.48617337
"328 Moore Park Ave, Toronto, ON M2R 2R6",$1.80M,https://www.zillow.com/homedetails/328-Moore-Park-Ave-Toronto-ON-M2R-2R6/2087330199_zpid/,1,1,"328 Moore Park Ave, ON",43.78990209,-79.43721448
"191 Brooke Ave, Toronto, ON M5M 2K7",$2.85M,https://www.zillow.com/homedetails/191-Brooke-Ave-Toronto-ON-M5M-2K7/2064264203_zpid/,--,--,"191 Brooke Ave, ON",43.73363143,-79.41707708
"249 Glenrose Ave, Toronto, ON M4T 1L1",$3.20M,https://www.zillow.com/homedetails/249-Glenrose-Ave-Toronto-ON-M4T-1L1/2065713540_zpid/,--,--,"249 Glenrose Ave, ON",43.6906137,-79.37695159
"130 Riverdale Ave, Toronto, ON M4K 1C3",$2.93M,https://www.zillow.com/homedetails/130-Riverdale-Ave-Toronto-ON-M4K-1C3/2065736438_zpid/,4,4,"130 Riverdale Ave, ON",43.67013179,-79.34769849
"20 Lombard St #4303, Toronto, ON M5C 0A7",$2.30M,https://www.zillow.com/homedetails/20-Lombard-St-4303-Toronto-ON-M5C-0A7/2066411664_zpid/,2,2,"20 Lombard St , ON",43.65155565,-79.37684124
"33 Harbour Sq #2421, Toronto, ON M5J 2G2",$1.36M,https://www.zillow.com/homedetails/33-Harbour-Sq-2421-Toronto-ON-M5J-2G2/2066498008_zpid/,--,--,"33 Harbour Sq , ON",43.6406828,-79.3769999
"100 Harrison Garden Blvd #1702, Toronto, ON M2N 0C2","C$755,000",https://www.zillow.com/homedetails/100-Harrison-Garden-Blvd-1702-Toronto-ON-M2N-0C2/2067773049_zpid/,--,--,"100 Harrison Garden Blvd , ON",43.7569574,-79.4043424
"100 Norton Ave, Toronto, ON M2N 4A5",$4.02M,https://www.zillow.com/homedetails/100-Norton-Ave-Toronto-ON-M2N-4A5/2069178450_zpid/,--,--,"100 Norton Ave, ON",43.77336153,-79.40760755
"30 Old Mill Rd #104, Toronto, ON M8X 0A5",$1.30M,https://www.zillow.com/homedetails/30-Old-Mill-Rd-104-Toronto-ON-M8X-0A5/2080872304_zpid/,2,--,"30 Old Mill Rd , ON",43.65144905,-79.49379104
"11 Everson Dr #607, Toronto, ON M2N 7B9",$1.46M,https://www.zillow.com/homedetails/11-Everson-Dr-607-Toronto-ON-M2N-7B9/2066442061_zpid/,--,--,"11 Everson Dr , ON",43.75720318,-79.4068739
"763 Bay St #4506, Toronto, ON M5G 2R3",$1.14M,https://www.zillow.com/homedetails/763-Bay-St-4506-Toronto-ON-M5G-2R3/2066542764_zpid/,2,2,"763 Bay St , ON",43.66012805,-79.38508287
"227 Hillsdale Ave E, Toronto, ON M4S 1T7",$2.80M,https://www.zillow.com/homedetails/227-Hillsdale-Ave-E-Toronto-ON-M4S-1T7/2067324878_zpid/,--,--,"227 Hillsdale Ave E., ON",43.70465431,-79.39100719
"223 Humberside Ave, Toronto, ON M6P 1K9",$1.66M,https://www.zillow.com/homedetails/223-Humberside-Ave-Toronto-ON-M6P-1K9/2065713555_zpid/,--,--,"223 Humberside Ave, ON",43.6608647,-79.4658287
"45 Sousa Mendes St #803, Toronto, ON M6P 0A7",$1.34M,https://www.zillow.com/homedetails/45-Sousa-Mendes-St-803-Toronto-ON-M6P-0A7/2066497580_zpid/,2,2,"45 Sousa Mendes St , ON",43.6617918,-79.45356414
"217 Hillsdale Ave E, Toronto, ON M4S 1T7",$2.85M,https://www.zillow.com/homedetails/217-Hillsdale-Ave-E-Toronto-ON-M4S-1T7/2067887361_zpid/,4,4,"217 Hillsdale Ave E., ON",43.70457822,-79.39137953
"450 Merton St, Toronto, ON M4S 1B3",$2.50M,https://www.zillow.com/homedetails/450-Merton-St-Toronto-ON-M4S-1B3/2067437564_zpid/,--,--,"450 Merton St, ON",43.69898762,-79.38291913
"33 Mill St #2406, Toronto, ON M5A 3R3","C$955,000",https://www.zillow.com/homedetails/33-Mill-St-2406-Toronto-ON-M5A-3R3/2071813368_zpid/,--,--,"33 Mill St , ON",43.6503384,-79.3608363
"64 Granby St, Toronto, ON M5B 2J5",$1.82M,https://www.zillow.com/homedetails/64-Granby-St-Toronto-ON-M5B-2J5/2071900633_zpid/,--,--,"64 Granby St, ON",43.66117574,-79.37988463
"35 Green Belt Dr, Toronto, ON M3C 1L8",$1.48M,https://www.zillow.com/homedetails/35-Green-Belt-Dr-Toronto-ON-M3C-1L8/2067533216_zpid/,--,--,"35 Green Belt Dr, ON",43.7302455,-79.33626168
"110B Palmerston Ave, Toronto, ON M6J 2H7",$1.78M,https://www.zillow.com/homedetails/110B-Palmerston-Ave-Toronto-ON-M6J-2H7/2071834900_zpid/,--,--,"110B Palmerston Ave, ON",43.67290708,-79.41684943
"291 Belsize Dr, Toronto, ON M4S 1M7",$1.44M,https://www.zillow.com/homedetails/291-Belsize-Dr-Toronto-ON-M4S-1M7/2067415513_zpid/,--,--,"291 Belsize Dr, ON",43.70345211,-79.38254549